Reward,Got Flag
2124.0,False
1228.0,False
655.0,False
1959.0,False
1608.0,False
1068.0,False
3086.0,False
1074.0,False
1891.0,False
2393.0,False
1979.0,False
1994.0,False
1442.0,False
1606.0,False
1846.0,False
2525.0,False
1056.0,False
1462.0,False
2144.0,False
1475.0,False
2759.0,False
2463.0,False
1460.0,False
2413.0,False
1446.0,False
1059.0,False
1452.0,False
1839.0,False
2362.0,False
1472.0,False
661.0,False
1069.0,False
1441.0,False
3082.0,False
1871.0,False
1063.0,False
1466.0,False
1743.0,False
1445.0,False
1958.0,False
1840.0,False
672.0,False
2251.0,False
1971.0,False
1681.0,False
1831.0,False
664.0,False
2698.0,False
2292.0,False
1531.0,False
669.0,False
3192.0,False
1053.0,False
1479.0,False
666.0,False
1067.0,False
1053.0,False
2376.0,False
2562.0,False
1456.0,False
2251.0,False
646.0,False
1936.0,False
2659.0,False
1456.0,False
2382.0,False
1454.0,False
2367.0,False
1435.0,False
2417.0,False
670.0,False
1067.0,False
1431.0,False
669.0,False
2261.0,False
2426.0,False
3165.0,False
1477.0,False
1251.0,False
1860.0,False
2509.0,False
2294.0,False
672.0,False
2261.0,False
666.0,False
1845.0,False
2776.0,False
2283.0,False
1586.0,False
1058.0,False
1044.0,False
1987.0,False
2374.0,False
1676.0,False
1251.0,False
2652.0,False
1465.0,False
639.0,False
1956.0,False
667.0,False
1798.0,False
2241.0,False
2413.0,False
1864.0,False
1479.0,False
1879.0,False
1042.0,False
540.0,False
1858.0,False
1428.0,False
1491.0,False
2064.0,False
2472.0,False
1477.0,False
1419.0,False
2123.0,False
1828.0,False
1456.0,False
1875.0,False
2678.0,False
2436.0,False
1459.0,False
1469.0,False
1439.0,False
2291.0,False
1748.0,False
1476.0,False
2272.0,False
2654.0,False
2287.0,False
2265.0,False
1051.0,False
1042.0,False
1470.0,False
2294.0,False
1053.0,False
1526.0,False
2973.0,False
1510.0,False
1859.0,False
3370.0,False
1581.0,False
2258.0,False
3110.0,False
2778.0,False
1976.0,False
2560.0,False
653.0,False
1463.0,False
1944.0,False
3236.0,False
2484.0,False
1458.0,False
2748.0,False
1423.0,False
2653.0,False
2256.0,False
2239.0,False
1990.0,False
2122.0,False
2001.0,False
649.0,False
2136.0,False
1980.0,False
2420.0,False
1854.0,False
674.0,False
2262.0,False
1057.0,False
1560.0,False
2116.0,False
1383.0,False
2349.0,False
3027.0,False
2611.0,False
2379.0,False
3380.0,False
1453.0,False
1541.0,False
1853.0,False
2072.0,False
1605.0,False
2929.0,False
3045.0,False
1605.0,False
1034.0,False
1961.0,False
2265.0,False
1574.0,False
1066.0,False
1871.0,False
2667.0,False
1818.0,False
1711.0,False
1844.0,False
1531.0,False
2346.0,False
2250.0,False
1948.0,False
1061.0,False
1551.0,False
2293.0,False
1480.0,False
2025.0,False
1575.0,False
2042.0,False
1614.0,False
667.0,False
2976.0,False
1459.0,False
1053.0,False
1446.0,False
1746.0,False
1925.0,False
1975.0,False
1927.0,False
1875.0,False
1990.0,False
2152.0,False
2269.0,False
1408.0,False
1516.0,False
1806.0,False
1442.0,False
1958.0,False
1029.0,False
1766.0,False
1544.0,False
1842.0,False
637.0,False
2542.0,False
1039.0,False
1890.0,False
1148.0,False
655.0,False
1974.0,False
3085.0,False
1442.0,False
1838.0,False
2328.0,False
1532.0,False
2368.0,False
1724.0,False
2943.0,False
1533.0,False
1868.0,False
1062.0,False
2253.0,False
1870.0,False
1049.0,False
1046.0,False
1469.0,False
648.0,False
1741.0,False
1453.0,False
1448.0,False
2553.0,False
1861.0,False
1577.0,False
1031.0,False
1486.0,False
1442.0,False
1561.0,False
1447.0,False
624.0,False
3379.0,False
1841.0,False
1459.0,False
2046.0,False
1576.0,False
3186.0,False
2164.0,False
2691.0,False
1818.0,False
2386.0,False
1465.0,False
1055.0,False
1062.0,False
2509.0,False
1585.0,False
3169.0,False
2271.0,False
1599.0,False
1484.0,False
1856.0,False
1033.0,False
2387.0,False
657.0,False
2260.0,False
2950.0,False
1477.0,False
1441.0,False
1721.0,False
1702.0,False
1954.0,False
2128.0,False
1816.0,False
1477.0,False
2658.0,False
2297.0,False
1972.0,False
1496.0,False
1067.0,False
1440.0,False
2147.0,False
1485.0,False
1069.0,False
2674.0,False
1975.0,False
1759.0,False
1472.0,False
1470.0,False
2035.0,False
2056.0,False
1865.0,False
2042.0,False
1549.0,False
2380.0,False
1457.0,False
1438.0,False
1488.0,False
1598.0,False
1173.0,False
1461.0,False
1854.0,False
675.0,False
1050.0,False
3170.0,False
2369.0,False
1836.0,False
2290.0,False
1860.0,False
1038.0,False
1383.0,False
2278.0,False
2938.0,False
1465.0,False
2104.0,False
2642.0,False
1051.0,False
2962.0,False
2277.0,False
1073.0,False
2161.0,False
2244.0,False
1526.0,False
1425.0,False
1736.0,False
2958.0,False
668.0,False
1157.0,False
1977.0,False
1483.0,False
2153.0,False
2282.0,False
3807.0,False
662.0,False
2377.0,False
2416.0,False
2393.0,False
1424.0,False
2378.0,False
2082.0,False
2674.0,False
3447.0,False
663.0,False
1074.0,False
2294.0,False
1845.0,False
2352.0,False
1399.0,False
1858.0,False
2968.0,False
1982.0,False
1158.0,False
1739.0,False
2274.0,False
1023.0,False
1731.0,False
1450.0,False
1876.0,False
1436.0,False
3203.0,False
2015.0,False
1410.0,False
1437.0,False
1420.0,False
2516.0,False
1436.0,False
1782.0,False
2137.0,False
1059.0,False
2269.0,False
1443.0,False
1581.0,False
1948.0,False
1614.0,False
2110.0,False
1468.0,False
1810.0,False
648.0,False
1448.0,False
1555.0,False
2277.0,False
1895.0,False
1442.0,False
1440.0,False
1460.0,False
2266.0,False
2829.0,False
2409.0,False
1071.0,False
1590.0,False
2699.0,False
2257.0,False
1826.0,False
3364.0,False
1862.0,False
2670.0,False
2157.0,False
3004.0,False
1427.0,False
1845.0,False
1478.0,False
2669.0,False
2400.0,False
1545.0,False
1482.0,False
1846.0,False
1048.0,False
2670.0,False
1431.0,False
1942.0,False
1451.0,False
1449.0,False
1892.0,False
2562.0,False
1457.0,False
1512.0,False
1632.0,False
1834.0,False
2061.0,False
1702.0,False
1552.0,False
2034.0,False
1655.0,False
1535.0,False
1842.0,False
2145.0,False
1561.0,False
1916.0,False
1675.0,False
1696.0,False
2337.0,False
1878.0,False
1817.0,False
1437.0,False
2227.0,False
1057.0,False
2122.0,False
1457.0,False
1461.0,False
2161.0,False
649.0,False
2308.0,False
2575.0,False
1750.0,False
1786.0,False
1430.0,False
1416.0,False
2030.0,False
1476.0,False
3081.0,False
2440.0,False
1679.0,False
1880.0,False
2645.0,False
2269.0,False
1467.0,False
1051.0,False
670.0,False
1458.0,False
1967.0,False
1864.0,False
1483.0,False
662.0,False
2613.0,False
1829.0,False
1410.0,False
1513.0,False
2253.0,False
1463.0,False
2527.0,False
1501.0,False
672.0,False
2289.0,False
3086.0,False
2425.0,False
1590.0,False
1681.0,False
2167.0,False
1952.0,False
2648.0,False
599.0,False
2676.0,False
1602.0,False
634.0,False
1993.0,False
1958.0,False
1132.0,False
1124.0,False
2042.0,False
1421.0,False
1055.0,False
2594.0,False
3365.0,False
1437.0,False
1039.0,False
1417.0,False
1432.0,False
2365.0,False
1035.0,False
2037.0,False
2670.0,False
1542.0,False
2250.0,False
1050.0,False
3071.0,False
2266.0,False
633.0,False
1442.0,False
2271.0,False
2030.0,False
653.0,False
1542.0,False
2065.0,False
1793.0,False
1893.0,False
2047.0,False
2759.0,False
1563.0,False
2639.0,False
1957.0,False
1433.0,False
1439.0,False
1741.0,False
3783.0,False
2636.0,False
1563.0,False
1885.0,False
1422.0,False
1529.0,False
1455.0,False
1559.0,False
1480.0,False
2558.0,False
1055.0,False
1589.0,False
2253.0,False
2237.0,False
1416.0,False
2018.0,False
1053.0,False
2779.0,False
2931.0,False
1839.0,False
1567.0,False
1947.0,False
2227.0,False
2668.0,False
1049.0,False
1581.0,False
2657.0,False
3560.0,False
667.0,False
1097.0,False
1943.0,False
1430.0,False
1962.0,False
1042.0,False
1040.0,False
1543.0,False
1974.0,False
1058.0,False
676.0,False
3459.0,False
2231.0,False
1438.0,False
1986.0,False
1417.0,False
2221.0,False
2749.0,False
1816.0,False
1421.0,False
1844.0,False
2367.0,False
2144.0,False
1487.0,False
1545.0,False
1417.0,False
1742.0,False
2672.0,False
2956.0,False
1455.0,False
2284.0,False
2799.0,False
659.0,False
1862.0,False
1980.0,False
1049.0,False
1564.0,False
3754.0,False
2789.0,False
2273.0,False
1465.0,False
2356.0,False
2345.0,False
1972.0,False
3291.0,False
2906.0,False
1770.0,False
1820.0,False
1978.0,False
1438.0,False
2719.0,False
1473.0,False
1833.0,False
2561.0,False
2207.0,False
1598.0,False
2476.0,False
3029.0,False
3616.0,False
2468.0,False
2121.0,False
1563.0,False
1477.0,False
1925.0,False
1864.0,False
1542.0,False
1606.0,False
2793.0,False
2275.0,False
1448.0,False
1425.0,False
1024.0,False
4254.0,False
2541.0,False
4166.0,False
1696.0,False
1880.0,False
1423.0,False
3417.0,False
1050.0,False
1765.0,False
1980.0,False
1871.0,False
1467.0,False
2758.0,False
2530.0,False
1440.0,False
1626.0,False
1876.0,False
2129.0,False
2372.0,False
1864.0,False
1434.0,False
1531.0,False
2810.0,False
1858.0,False
2122.0,False
1780.0,False
1672.0,False
1979.0,False
1449.0,False
2519.0,False
2244.0,False
2312.0,False
1696.0,False
3324.0,False
2000.0,False
1824.0,False
1606.0,False
1510.0,False
1434.0,False
3325.0,False
2780.0,False
2929.0,False
1436.0,False
1850.0,False
3093.0,False
1583.0,False
3090.0,False
2922.0,False
3312.0,False
1426.0,False
1480.0,False
2203.0,False
2271.0,False
1866.0,False
1418.0,False
1899.0,False
1484.0,False
1470.0,False
1484.0,False
1060.0,False
2758.0,False
1740.0,False
1863.0,False
2362.0,False
1858.0,False
2252.0,False
1453.0,False
1619.0,False
2360.0,False
1988.0,False
1995.0,False
2270.0,False
623.0,False
677.0,False
1909.0,False
1854.0,False
2326.0,False
2126.0,False
1450.0,False
1426.0,False
2367.0,False
3016.0,False
2274.0,False
2585.0,False
2394.0,False
3373.0,False
1756.0,False
2281.0,False
1052.0,False
1772.0,False
2694.0,False
1855.0,False
1429.0,False
2506.0,False
1052.0,False
1587.0,False
2018.0,False
1875.0,False
1451.0,False
2379.0,False
1871.0,False
1077.0,False
1659.0,False
1049.0,False
1527.0,False
1463.0,False
1451.0,False
3354.0,False
1950.0,False
658.0,False
1232.0,False
2018.0,False
1797.0,False
1865.0,False
1066.0,False
2442.0,False
1012.0,False
1535.0,False
1462.0,False
2285.0,False
3362.0,False
4339.0,False
1774.0,False
1870.0,False
1437.0,False
658.0,False
1028.0,False
1482.0,False
2315.0,False
1764.0,False
1442.0,False
1865.0,False
1924.0,False
1478.0,False
2650.0,False
1481.0,False
1932.0,False
1803.0,False
1142.0,False
2484.0,False
1970.0,False
2513.0,False
3016.0,False
2092.0,False
2501.0,False
2148.0,False
1428.0,False
2405.0,False
1845.0,False
1468.0,False
1038.0,False
2272.0,False
1482.0,False
1530.0,False
2038.0,False
1487.0,False
1793.0,False
1439.0,False
1613.0,False
2281.0,False
2272.0,False
1424.0,False
2098.0,False
1872.0,False
1533.0,False
1946.0,False
1438.0,False
1541.0,False
1825.0,False
1046.0,False
1048.0,False
2046.0,False
1372.0,False
1460.0,False
1433.0,False
1058.0,False
2277.0,False
1450.0,False
1848.0,False
1855.0,False
1533.0,False
1950.0,False
675.0,False
2099.0,False
679.0,False
1508.0,False
1965.0,False
1935.0,False
3070.0,False
1850.0,False
1043.0,False
2621.0,False
2054.0,False
1436.0,False
1821.0,False
1655.0,False
1595.0,False
1044.0,False
1035.0,False
2632.0,False
1434.0,False
1599.0,False
1404.0,False
1040.0,False
1579.0,False
1047.0,False
1691.0,False
646.0,False
1544.0,False
3234.0,False
1991.0,False
1765.0,False
1051.0,False
2287.0,False
1841.0,False
1856.0,False
1058.0,False
661.0,False
1847.0,False
2016.0,False
1379.0,False
2281.0,False
1752.0,False
1435.0,False
655.0,False
2380.0,False
1381.0,False
1535.0,False
1750.0,False
2340.0,False
1437.0,False
1963.0,False
668.0,False
2313.0,False
1939.0,False
1421.0,False
1853.0,False
1438.0,False
627.0,False
1756.0,False
2304.0,False
1479.0,False
1860.0,False
2492.0,False
1430.0,False
2570.0,False
2555.0,False
2359.0,False
1479.0,False
3441.0,False
2223.0,False
1929.0,False
2587.0,False
1810.0,False
1675.0,False
2234.0,False
1820.0,False
1449.0,False
3340.0,False
1404.0,False
1943.0,False
2334.0,False
1520.0,False
1840.0,False
2560.0,False
1719.0,False
2106.0,False
1062.0,False
2100.0,False
2429.0,False
1463.0,False
1943.0,False
1421.0,False
1522.0,False
1444.0,False
1435.0,False
1150.0,False
1422.0,False
1056.0,False
1427.0,False
1051.0,False
1433.0,False
2118.0,False
1167.0,False
1417.0,False
1136.0,False
1045.0,False
1456.0,False
1449.0,False
651.0,False
1161.0,False
2760.0,False
671.0,False
1397.0,False
1842.0,False
1047.0,False
1458.0,False
1066.0,False
1456.0,False
1080.0,False
1528.0,False
668.0,False
2836.0,False
1453.0,False
1440.0,False
2194.0,False
3521.0,False
3563.0,False
664.0,False
1846.0,False
1041.0,False
1841.0,False
2124.0,False
672.0,False
2307.0,False
2270.0,False
1570.0,False
659.0,False
1483.0,False
2921.0,False
1889.0,False
1024.0,False
2683.0,False
1193.0,False
1725.0,False
1052.0,False
1996.0,False
2572.0,False
1923.0,False
2288.0,False
1822.0,False
1439.0,False
1935.0,False
638.0,False
1980.0,False
1440.0,False
1044.0,False
1599.0,False
2533.0,False
1437.0,False
2365.0,False
2329.0,False
1521.0,False
1455.0,False
2347.0,False
2126.0,False
3511.0,False
1048.0,False
1787.0,False
1539.0,False
1447.0,False
1838.0,False
2970.0,False
1761.0,False
1431.0,False
1456.0,False
1438.0,False
1045.0,False
1409.0,False
1455.0,False
1965.0,False
1016.0,False
1027.0,False
1150.0,False
1529.0,False
1057.0,False
1671.0,False
1524.0,False
1148.0,False
2779.0,False
1555.0,False
1677.0,False
1759.0,False
1555.0,False
1845.0,False
1032.0,False
1452.0,False
661.0,False
1839.0,False
1520.0,False
1047.0,False
1530.0,False
1066.0,False
1533.0,False
1533.0,False
1482.0,False
1439.0,False
670.0,False
1668.0,False
642.0,False
1010.0,False
1944.0,False
1562.0,False
2580.0,False
647.0,False
622.0,False
2087.0,False
672.0,False
2540.0,False
646.0,False
1437.0,False
1022.0,False
2273.0,False
1858.0,False
1063.0,False
2642.0,False
1690.0,False
2401.0,False
2386.0,False
1056.0,False
2003.0,False
2505.0,False
1847.0,False
1162.0,False
1847.0,False
1584.0,False
1449.0,False
1481.0,False
2124.0,False
2271.0,False
1061.0,False
1035.0,False
1061.0,False
1414.0,False
1974.0,False
1060.0,False
1049.0,False
1046.0,False
2514.0,False
1051.0,False
1431.0,False
1438.0,False
653.0,False
1853.0,False
1158.0,False
2265.0,False
2526.0,False
2548.0,False
1961.0,False
1592.0,False
2626.0,False
2170.0,False
1896.0,False
639.0,False
2519.0,False
2531.0,False
1457.0,False
1948.0,False
3181.0,False
644.0,False
2271.0,False
2638.0,False
2113.0,False
1415.0,False
2258.0,False
1417.0,False
1875.0,False
2300.0,False
1458.0,False
1853.0,False
2555.0,False
651.0,False
2210.0,False
1558.0,False
677.0,False
2380.0,False
1047.0,False
634.0,False
2209.0,False
1034.0,False
2405.0,False
2123.0,False
3074.0,False
2281.0,False
1802.0,False
1719.0,False
1465.0,False
1032.0,False
1857.0,False
1877.0,False
1865.0,False
1067.0,False
1563.0,False
1533.0,False
1417.0,False
2254.0,False
1044.0,False
2293.0,False
1484.0,False
642.0,False
1977.0,False
1543.0,False
1240.0,False
1419.0,False
676.0,False
2287.0,False
1974.0,False
2548.0,False
1025.0,False
2675.0,False
1831.0,False
1853.0,False
1648.0,False
2255.0,False
1434.0,False
1724.0,False
1137.0,False
1098.0,False
2675.0,False
1511.0,False
1039.0,False
2337.0,False
1985.0,False
2080.0,False
2220.0,False
1879.0,False
2088.0,False
1125.0,False
1024.0,False
1946.0,False
1168.0,False
2748.0,False
1525.0,False
1159.0,False
1450.0,False
1447.0,False
1399.0,False
665.0,False
2550.0,False
1732.0,False
1841.0,False
2521.0,False
1144.0,False
1670.0,False
1849.0,False
2752.0,False
2259.0,False
1917.0,False
2006.0,False
1593.0,False
653.0,False
1514.0,False
1656.0,False
1958.0,False
1535.0,False
2143.0,False
1172.0,False
1404.0,False
993.0,False
1852.0,False
2355.0,False
1439.0,False
1800.0,False
1008.0,False
1401.0,False
1501.0,False
1396.0,False
2481.0,False
2367.0,False
1435.0,False
1401.0,False
2673.0,False
634.0,False
1715.0,False
1516.0,False
2559.0,False
1425.0,False
1719.0,False
1434.0,False
1545.0,False
1452.0,False
2397.0,False
1515.0,False
1560.0,False
1039.0,False
994.0,False
1119.0,False
1564.0,False
2474.0,False
2231.0,False
1448.0,False
1470.0,False
1055.0,False
2209.0,False
2278.0,False
1534.0,False
1714.0,False
1447.0,False
1142.0,False
2593.0,False
3206.0,False
1986.0,False
2093.0,False
976.0,False
1902.0,False
1007.0,False
1686.0,False
2053.0,False
1839.0,False
1160.0,False
2040.0,False
2105.0,False
1416.0,False
2786.0,False
1561.0,False
1954.0,False
1606.0,False
2678.0,False
2221.0,False
2267.0,False
1522.0,False
2470.0,False
2163.0,False
1959.0,False
1389.0,False
1467.0,False
1374.0,False
2734.0,False
2115.0,False
2878.0,False
